,Sıcaklık,Nem,Rüzgar,Yağış,Hissedilen Sıcaklık
0,8.90556,81.23963,1.42681,0.0,9.34944
2,8.51508,89.31148,1.73,40.825,8.38984
3,2.75185,51.90741,1.88333,0.0,1.68704
4,7.72096,95.64727,1.33633,0.0,8.01255
5,12.97193,57.64912,4.34912,0.0,12.17228
6,4.96809,82.17021,4.3766,0.00426,2.39894
7,13.62667,64.61667,1.34833,0.0,14.53117
8,8.02364,100.0,2.53091,0.02727,7.21491
10,9.26052,84.31034,2.86522,0.0,8.38931
11,9.86333,75.31667,2.05167,0.0,9.61133
12,10.39763,69.75,2.59915,0.0,9.89441
13,7.6628,95.41071,1.46602,0.0,7.71857
15,9.76508,55.90934,2.13718,0.0,9.49164
16,12.14833,91.11667,0.715,0.0,13.747
18,7.095,47.41667,3.47667,0.0,5.46733
19,14.87544,72.18544,6.74256,0.0,13.85982
20,4.41667,69.15,2.81333,0.0,3.01583
21,9.81441,99.37797,0.7922,0.0,10.59017
22,7.64651,97.79298,1.08733,0.00088,8.43053
24,10.04817,88.455,2.14728,0.0,9.80867
26,4.23774,91.0,7.11887,0.0,0.33434
27,13.355,89.02143,3.11173,0.0,13.07661
28,13.19179,98.62321,3.43,0.0,12.77089
29,3.625,81.75,8.22667,0.0,-0.80733
30,8.39375,97.56607,0.71393,29.7027,9.08071
32,8.01017,75.64457,3.76478,0.53217,6.50196
33,9.21339,56.72508,1.42998,0.0,9.41085
34,1.7541,58.4405,1.94927,0.0,0.4955
35,-1.44912,81.84211,0.44561,0.0,0.07632
36,5.96063,96.86842,2.29425,0.32386,5.02509
38,13.708,30.16967,2.23815,0.0,14.029
40,6.27971,88.12857,4.34084,0.0,4.02911
42,3.495,73.71667,4.07,0.0,0.7775
43,9.79644,54.46288,1.99324,0.0,9.67932
44,9.18644,69.66085,1.75847,32.89189,9.23881
46,9.75263,65.14035,4.73158,0.0193,8.11649
48,6.0,82.8,5.41167,0.0,3.216
49,5.44576,80.89831,6.6339,0.0,2.02712
51,15.67167,55.34767,1.97918,0.0,16.34267
53,4.24286,91.0,6.97143,0.0,0.39571
54,4.63307,86.14643,1.56446,0.0,4.15071
55,8.68448,85.62241,1.97674,0.0,8.31534
56,12.8982,99.15082,3.18705,0.0,12.51377
57,9.845,74.0,2.32833,0.0,9.419
58,5.80897,96.64833,2.15812,0.0,4.87633
59,4.41787,99.92,0.0,0.0,4.42333
60,3.95667,71.86667,4.62667,0.0,1.04983
61,6.87627,68.98305,4.91186,0.00678,4.48576
62,6.58123,80.2585,1.67958,0.00017,6.28883
63,4.35167,69.23333,7.345,0.0,0.428
64,7.1625,87.326,1.5034,0.0,7.1348
65,6.22167,93.58148,4.61396,0.0,3.82574
67,1.36965,98.92182,1.78855,13.84341,0.19309
68,7.45676,73.12162,6.86622,0.0,4.48824
69,8.15833,53.56667,2.76833,0.0,7.13217
71,7.53802,80.40661,1.73,0.0,7.33051
72,7.84221,70.86421,1.50684,0.0,7.85842
73,7.55167,72.97623,1.78457,0.0,7.59852
75,4.867,82.56545,2.43982,0.0,3.58891
76,4.13704,88.90893,4.95555,0.0,1.08446
77,3.05072,60.6835,2.826,0.0,1.09717
78,12.58153,36.36695,4.13678,0.0,11.7861
81,9.1625,98.95,3.29,0.5,8.23
82,4.42892,76.9905,0.61923,0.0,5.48983
83,13.39172,87.35862,4.90241,29.19565,12.44328
84,3.555,81.61667,7.88667,0.0,-0.792
85,12.99085,75.64017,5.06017,0.0,11.99458
86,10.34788,92.975,2.06077,31.2973,10.23615
87,4.1851,91.86885,3.5038,0.0,1.96721
88,10.29842,61.75526,1.27956,0.0,10.92596
90,7.57148,100.0,2.69679,0.0,6.93
91,14.20345,52.17273,4.40636,0.00227,13.66055
93,6.341,89.385,3.178,0.0,4.7065
94,8.24108,99.96721,4.09066,0.0,6.55082
95,6.1204,91.36833,0.72817,0.0,6.87817
96,10.9918,86.64754,2.06495,0.0,10.98902
98,13.21817,30.50217,3.18977,0.0,13.15517
101,14.13964,82.25357,4.72286,36.67442,13.52
102,5.82193,82.69322,2.73303,0.0,4.46932
103,5.57797,75.38983,5.27797,0.0,2.7222
104,12.87,81.2,8.25,0.0,10.99
105,14.27133,27.681,3.11068,0.0,14.26933
107,6.69322,64.08475,1.97627,0.00508,6.23593
108,7.75504,63.50456,4.37,0.0,5.97895
109,12.99593,92.30741,1.49619,0.0,13.67333
110,7.80415,61.9339,3.37683,0.0,6.32475
112,1.69635,99.28605,7.1086,0.0,-2.61419
113,14.89541,100.0,4.52869,0.0,14.46033
114,2.23333,63.35,3.42667,0.0,-0.28817
116,2.0339,64.01695,3.48983,0.0,-0.57983
117,9.92034,65.76763,1.52864,0.0,10.20068
118,13.669,45.46767,2.126,0.0,14.0235
119,13.00317,47.93767,0.30133,0.0,13.29117
120,3.39857,95.39107,0.28818,0.0,4.67857
121,7.52183,96.23519,2.53648,0.00037,6.47907
122,15.36417,73.42017,3.82368,0.0,15.21967
123,7.20447,88.76333,0.5365,0.14367,7.39117
124,8.17869,90.44471,1.51729,0.0,7.94941
125,3.25487,74.13741,3.62037,14.5,0.80741
126,6.83529,94.41176,3.26863,0.0,5.26882
127,0.0,66.0339,5.48814,0.0,-4.21441
128,-0.54883,99.68056,6.01889,0.0,-4.80167
129,14.66586,75.80534,2.75897,0.0,14.7769
130,12.65667,78.51667,2.61667,0.0,12.49667
131,9.28,71.83033,0.0,0.0,9.27683
132,6.60947,73.21983,2.86377,0.0,5.40317
133,1.52246,99.67593,3.99963,0.00019,-1.52148
134,9.08644,71.67797,3.78814,0.0,7.66678
135,6.59058,97.61404,1.54684,0.0,6.50667
136,3.22034,80.76271,7.4322,0.0,-1.05814
137,7.91498,86.04667,1.13153,0.0,8.74756
138,6.34364,69.58182,3.37273,0.0,4.60109
139,7.11793,100.0,3.16833,0.00033,5.88267
140,10.81034,63.71831,2.42695,0.0,10.39373
141,7.97283,68.54509,3.88245,0.16736,6.3283
142,7.94207,69.16552,0.0,0.0,7.93724
143,6.89764,87.02623,1.76918,30.45652,6.59213
144,8.29923,69.01179,0.95748,0.0,9.0025
145,-0.20167,67.43333,2.33667,0.0,-2.25967
146,5.64717,76.41509,3.82264,0.00377,3.51038
148,6.72321,88.85714,7.41071,0.0,3.39982
149,0.2091,95.71639,0.37133,0.0,2.01525
150,10.25136,51.82542,5.28198,0.0,8.66729
152,3.23509,56.49123,2.74561,0.0,1.41947
153,10.51552,66.39655,8.23621,0.0,8.00793
154,3.12873,92.29,3.65133,0.0004,0.54283
155,13.59828,76.03448,3.28448,0.0,13.30448
157,6.56922,92.11525,1.75944,0.0,6.20441
158,8.60424,81.55068,1.75119,0.0,8.42085
159,2.56102,71.88136,3.07119,0.0,0.3522
162,7.62167,43.93333,4.16833,0.0,5.75333
163,11.51232,86.77857,2.66286,0.0,11.15946
164,2.97,79.08333,7.29167,0.0,-1.32683
165,11.88426,59.30204,2.29531,0.0,11.94667
167,9.10557,62.85557,3.94315,0.0,7.61639
169,6.79361,71.8459,1.44887,0.0,6.7877
170,-0.38136,73.71186,2.02712,0.0,-1.99831
171,8.04915,68.44068,4.92203,0.0,5.90339
172,7.3536,87.09825,0.75579,0.00614,7.31281
173,6.36836,87.78852,5.41244,0.0,3.68033
174,16.95947,40.35018,6.92719,0.0,16.44333
175,13.77458,84.18305,2.85136,1.03729,13.71644
176,7.43,70.98333,3.805,0.0,5.6815
182,12.6,65.55,6.475,0.0,11.04933
183,2.51715,81.94444,6.94372,0.0,-1.71185
185,9.16833,52.41667,6.58333,0.0,6.73733
188,12.245,68.61667,6.08833,0.0,10.704
190,7.26215,50.33237,1.71915,0.0,6.93339
191,3.94333,46.56667,4.135,0.0,1.33417
192,8.07683,97.49333,1.36333,0.0,8.2005
193,1.66167,75.95,5.88833,0.0,-2.4065
195,7.79732,59.29644,4.38898,0.0,5.79678
196,0.6245,74.55361,2.32778,0.66,-1.23167
197,1.65809,99.27907,2.22674,0.00349,0.31256
198,6.73848,75.35197,7.16038,0.0,3.47623
200,9.071,63.12683,1.34,0.0,9.51283
201,3.24741,88.32857,2.24759,0.00018,2.03893
203,9.9665,61.18033,1.743,0.0,10.169
204,13.33214,90.4125,2.36713,0.0,13.61804
205,3.645,99.28333,8.09333,0.01167,-0.72383
206,5.33667,42.35,5.21167,0.0,2.48517
207,5.38225,99.475,0.8275,0.0,5.63115
209,8.21128,68.2115,3.65885,0.0,6.88333
210,13.06862,82.80862,2.17966,27.66667,13.24776
211,5.534,64.68,0.0,0.03683,5.5325
212,-0.05893,71.19643,1.08929,0.0,-0.27107
214,7.29764,99.98276,1.60034,18.7,7.04586
215,5.97518,99.18364,0.61164,0.0,6.38145
216,17.89153,42.57203,2.51363,0.0,18.6339
218,4.04576,76.18644,2.18475,0.0,2.82966
219,11.87414,94.0,1.48448,0.0,12.3781
221,16.81783,52.83733,7.98647,0.0,16.12733
222,10.52918,94.5918,5.88475,0.0,8.60033
223,3.14035,91.0,4.58246,0.0,0.05596
224,11.8,91.44828,1.94483,0.00345,11.98759
225,3.74933,48.968,0.18292,0.0,4.415
226,5.31907,95.51167,1.79213,0.0,4.701
227,6.63595,71.39574,2.36754,0.0,5.72721
228,13.0475,82.54783,3.73205,0.0,12.4495
229,-0.53093,99.77931,6.37828,0.0,-5.37793
230,10.05033,44.01951,1.301,0.0,10.56967
231,11.37828,74.30621,0.45621,0.0,11.87672
232,7.405,54.71667,3.845,0.0,5.623
233,9.7285,86.83333,1.734,0.0,9.77033
234,14.27825,37.79088,2.71667,0.0,14.35632
235,5.91425,52.46279,3.76943,0.0,3.88148
236,3.4436,72.67472,6.01266,0.0,-0.22434
237,4.95505,56.19934,0.0,0.0,4.95164
238,11.33051,63.22034,2.66949,0.0,10.96203
241,-0.6772,89.24333,3.74733,0.00083,-3.8425
244,3.14068,91.0,5.51356,0.0,-0.4
245,6.72296,75.25491,2.22057,3.70278,5.98566
246,11.3705,72.89717,0.418,24.42857,12.015
247,2.78563,76.88304,5.67655,0.0,-0.88982
248,5.63564,83.67119,3.32864,0.0,3.95831
251,7.88675,62.18982,3.87982,0.01164,6.35036
252,8.53817,66.69783,3.39933,0.0,7.2885
254,10.93267,91.815,3.76757,0.0,9.88483
255,14.35614,71.7193,2.14561,0.0,14.78456
257,3.1443,38.98817,2.7941,0.0,1.29933
258,11.895,82.96667,2.815,0.0,11.50067
259,1.12414,56.15517,3.7069,0.0,-1.80966
260,11.80333,77.05417,0.81542,43.72414,12.79854
261,6.10685,99.26596,1.2534,0.0,6.15149
262,8.46167,48.33333,5.84,0.0,6.095
263,10.375,38.625,3.5875,0.0,9.295
265,7.709,63.389,4.2548,0.0,5.8428
266,5.77667,76.0,8.10667,0.0,1.9755
267,12.81667,77.9,3.07167,0.0,12.4485
269,-0.3762,99.924,5.81,0.0,-4.946
270,7.07414,79.5,7.74483,0.0,3.73379
271,0.41034,63.56729,2.15258,0.0,-1.30407
272,4.69977,78.29623,1.12836,0.0,4.64705
273,2.3193,71.01754,5.38947,0.0,-1.33263
274,9.94948,100.0,1.45966,0.0,10.31
275,6.96159,91.99672,7.54705,0.0,3.64361
276,10.23,67.18333,4.99167,0.0,8.58517
277,6.48676,90.89831,1.28934,0.0,6.84034
278,6.93121,89.61311,7.12939,0.0,3.72836
279,1.76,79.56667,5.08833,0.0,-1.90167
280,14.98714,69.69232,2.87857,2.18182,15.19393
281,9.24909,63.21818,8.0,0.0,6.43945
282,8.15317,85.37627,2.12522,0.0,7.61153
283,13.59627,35.10814,3.93068,0.0,13.06864
284,-0.2614,66.61404,2.10526,0.0,-2.07561
286,-0.02506,78.23091,1.47545,0.71,-0.92273
287,-0.62574,97.70328,4.21131,0.0,-4.16197
288,-0.39235,56.34826,1.38913,0.0,-0.89826
290,9.92283,43.60583,1.59465,0.0,10.11233
291,9.0977,62.76705,3.2842,0.0,7.93361
292,5.85,56.1,2.55667,0.0,4.65783
293,1.70833,78.61667,5.095,0.0,-1.968
294,5.08476,85.00169,2.45814,0.0,3.70644
295,8.45897,83.68621,2.38238,0.0,7.965
297,15.05717,100.0,4.362,0.00067,14.67167
299,14.80741,71.12963,2.98889,0.0,14.85778
300,0.46215,62.79746,4.52559,0.03051,-3.09356
301,2.65186,87.69138,5.92998,0.0,-1.12931
303,14.79567,68.53617,1.52288,0.0,15.53417
304,7.10377,100.0,0.83774,0.0,8.03019
305,6.55859,99.9678,0.12678,27.39474,6.5878
306,5.77456,52.86203,0.04186,0.0,5.82203
307,8.8707,83.1693,8.23312,0.0,5.88439
308,6.11833,56.33333,2.92833,0.0,4.63483
309,0.875,62.3,7.27,0.0,-3.97567
310,14.60667,58.13333,2.17667,0.0,15.12
311,3.11695,91.0,5.99661,0.0,-0.64831
313,13.62203,73.76271,7.20339,0.0,12.17898
314,10.50672,93.87241,2.45276,0.0,10.10052
315,8.05815,85.23833,1.80367,0.0,7.729
317,5.81395,41.39203,2.25661,0.0,4.80559
318,3.31166,72.15724,3.65919,0.0,0.91483
319,-0.3224,69.39414,3.01293,0.00052,-3.21241
320,4.62605,57.09169,0.0,0.0,4.62254
321,1.99394,100.0,8.17,0.01188,-2.85375
324,-0.65,62.9325,4.64613,0.0,-4.49967
325,2.57018,67.0,4.72281,0.0,-0.67877
326,3.27869,53.62295,4.39672,0.0,0.35344
328,5.7,100.0,6.02982,0.00702,2.5707
330,12.71483,82.39466,3.07621,27.34211,12.42086
331,10.34672,93.15,2.82517,0.0,9.70948
332,7.93051,75.0339,3.43729,0.0,6.46814
333,15.15283,100.0,4.01933,0.01667,14.9645
334,13.33333,98.83684,1.67807,0.0,13.94772
335,6.16389,99.3125,1.57739,0.00446,5.88804
337,8.68333,71.63333,2.41333,0.00333,7.98767
338,8.54333,53.91667,8.11167,0.0,5.50083
341,15.42733,84.33333,5.26067,0.0,15.15733
342,9.8925,97.73,1.06433,10.85714,10.70717
343,6.15251,76.99691,1.8256,0.0,5.58073
344,3.86182,76.27491,5.2853,0.0,0.58965
345,1.70739,99.8875,4.53857,0.00054,-1.6825
347,15.01085,56.18949,6.16853,0.0,14.2
349,7.19254,90.47321,1.80859,0.0,6.76393
350,12.67483,61.53517,2.594,0.0,12.5695
351,5.3551,82.82131,1.25993,0.0,5.55934
352,8.69333,71.95,3.815,0.0,7.18217
354,12.94333,68.83333,1.21,0.0,14.02683
356,-0.29248,72.37617,3.19533,0.0,-2.93183
358,9.85633,54.39117,1.78228,0.0,9.88917
359,3.095,67.21667,1.8,0.0,2.14067
360,0.66333,81.51667,1.485,0.0,-0.1805
361,13.54417,28.14,2.61912,0.0,13.60817
362,9.86429,66.16071,4.4375,0.0,8.33661
365,1.74612,60.5905,0.0,0.0,1.7495
367,7.27,48.66667,4.33833,0.0,5.21933
368,12.58966,50.49052,1.8431,0.0,12.89397
369,6.394,93.70847,1.32729,0.60729,6.60644
370,12.38644,74.74576,3.41356,0.05085,11.81881
371,11.66271,81.55593,3.20797,0.0,11.06051
372,12.57821,62.30679,3.31,0.03321,12.14268
373,13.14574,86.61475,6.92575,0.00656,11.64393
374,2.93127,55.78254,3.09949,0.0,0.89169
375,7.74122,95.53148,1.34602,0.0,7.84222
376,11.25517,96.46552,0.78793,0.0,12.42362
377,10.64317,59.68,3.75865,0.0,9.5365
379,1.52951,59.22951,6.33607,0.0,-2.76033
380,9.92131,98.30328,2.52213,0.0,9.37803
381,6.04792,73.46153,6.35237,0.0,2.9722
383,1.69222,99.30541,1.82081,0.0,0.81459
384,13.01623,78.57902,3.40015,0.0,12.54049
386,4.92668,93.83898,0.39119,32.76923,5.71627
387,2.7661,67.55932,4.4322,0.0,-0.27373
388,2.755,49.65,1.98333,0.0,1.63867
389,7.18,77.96667,7.25,0.0,4.02317
390,-0.33556,98.236,7.1092,0.0,-5.0824
391,13.77667,64.85,6.09667,0.0,12.62983
392,16.28589,42.11804,4.58429,0.0,16.11518
394,1.78333,84.15,1.46333,0.0,1.10633
395,8.44517,95.55172,4.23897,35.79487,6.64
396,13.45614,71.15789,4.32982,0.0,12.75649
397,12.74667,78.58333,5.55833,0.0,11.48817
398,8.50526,89.94737,2.19298,0.01754,8.15579
399,7.2259,90.89216,7.07847,0.0,4.13569
400,14.96915,100.0,4.06492,0.0,14.62898
401,13.46,68.85,5.03167,0.0,12.50983
402,10.11357,69.42089,0.76373,0.0,11.26696
403,5.74271,82.20909,2.52689,0.0,4.64509
404,1.80225,99.27045,6.25,0.0,-2.26455
405,6.89015,79.53373,1.22475,0.0,7.22
406,2.84164,99.8322,0.52644,8.18128,3.37915
407,12.27966,60.79949,2.75454,0.0,11.95339
409,-1.12331,61.84055,2.39675,0.0,-2.92491
411,8.02232,92.89623,0.84732,0.00019,8.92132
412,8.82979,90.0,2.98085,0.0,7.78745
413,-3.97287,73.103,0.85707,0.0,-4.01433
414,8.7063,96.64815,4.16259,29.65714,7.21519
415,4.26059,85.66207,2.54759,0.0,2.76466
416,2.20217,48.40717,1.6105,2.36538,1.50217
417,8.55034,68.18458,0.0,0.0,8.54458
418,5.34667,67.2,1.91833,0.0,4.56783
419,15.24533,100.0,5.01667,0.0,14.704
420,1.59082,89.76833,0.49613,0.0,2.85083
421,3.47738,72.70617,1.08447,0.0,4.0225
422,12.23333,67.23333,6.25833,0.0,10.64117
423,7.39882,94.11607,7.14707,0.0,4.32161
424,13.75333,67.71667,3.29,0.0,13.4965
426,16.07745,61.07618,7.14633,0.0,15.35382
427,4.52836,99.71607,0.66214,0.0,5.14946
428,13.4877,85.42623,4.5982,0.0,12.7159
430,9.32467,58.10333,7.0864,0.0,6.7695
431,8.97864,58.00864,1.62553,0.0,8.89644
432,5.73124,99.89492,0.01797,0.0,5.71458
433,10.87833,79.16667,1.04,0.0,11.90267
437,2.08644,58.11864,2.03051,0.0,0.74203
438,4.84115,56.57709,2.35975,0.0,3.63
439,-0.25573,75.54164,1.65727,0.68564,-1.42436
440,13.11564,90.20182,2.56798,0.0,13.04236
441,3.22748,90.09333,1.90207,0.0,2.39667
442,10.97917,93.29833,2.35133,36.11905,10.6865
444,6.71323,83.57167,1.986,0.0,6.239
445,8.66964,85.62321,1.14255,0.00268,9.18964
447,3.51107,88.19259,4.05581,0.0,0.8137
448,5.15834,76.80967,1.52059,0.0,4.86885
449,6.39167,56.13333,4.31,0.0,4.19967
451,9.05932,67.30559,1.54002,0.0,9.32034
452,2.395,59.15,6.74333,0.0,-1.81867
453,13.68627,81.25051,7.57164,0.0,12.17339
454,15.13559,64.28814,5.25593,0.0,14.51949
455,4.50891,60.17534,2.42229,0.0,3.15362
457,14.93273,69.58182,2.77636,0.0,15.18455
458,15.55424,63.9,5.6462,0.0,14.99322
459,1.25927,66.84683,6.08853,0.0,-2.97017
460,9.83648,71.09185,2.49741,0.0,9.41611
461,13.75782,80.85018,2.51982,32.76923,13.796
462,-0.74638,100.0,6.02333,0.0,-5.34286
464,10.69069,38.17741,2.36862,0.0,10.39534
465,7.4826,94.68,3.47924,0.01418,6.08127
467,13.85817,82.52867,4.67533,0.0,13.16767
468,13.42667,56.41667,8.085,0.0,11.76017
469,6.51756,86.32881,1.14695,0.49068,6.87729
472,17.37951,39.85869,5.47295,0.0,17.30869
476,5.91871,99.00192,1.83769,0.0,5.31154
477,13.34576,75.86441,3.97288,0.0,12.71237
479,10.65636,68.81818,2.63636,0.0,10.146
481,1.56507,84.72034,1.67847,0.0,0.48831
483,14.34545,77.31236,4.97611,0.0,13.69455
484,12.35317,68.58383,1.38867,46.66667,12.98317
485,1.04007,100.0,1.50517,0.00741,0.18897
486,-1.15763,85.33898,1.00169,0.0,-1.29203
487,8.61,63.92895,3.19105,6.2,7.47404
488,5.60912,76.70103,0.42648,0.0,7.11534
489,-0.505,76.5,2.145,0.0,-2.362
490,13.66085,68.05525,5.65,0.0,12.66068
492,4.8966,99.45143,5.78486,0.00514,1.81943
493,-2.49523,100.0,0.0,0.0,-2.43929
494,7.44167,98.16667,3.68333,0.0,5.74867
496,8.81667,67.13333,4.46333,0.0,7.06367
497,11.78017,58.29288,1.40288,0.0,12.43983
498,13.97719,80.25737,3.86242,0.0,13.52088
499,4.6093,80.8045,0.32055,0.0,6.28
500,7.97242,89.24576,0.81153,0.0,9.15034
501,10.16154,67.01923,2.44615,0.0,9.68846
502,11.35161,92.28036,4.74286,0.02714,10.09018
503,14.853,69.2792,2.1924,0.5142,15.3084
504,-0.78136,71.61017,1.15424,0.0,-1.22949
505,12.34517,42.10517,1.22931,0.0,13.21638
506,7.90647,65.48873,4.28855,0.0,6.01164
507,10.5735,73.349,2.4612,0.0,10.165
509,10.52869,81.54803,4.84869,0.0,8.98787
510,12.08373,87.5339,1.48983,0.09831,12.34576
512,15.14167,38.95,3.745,0.0,14.95967
513,4.43296,84.38333,0.7313,0.0,5.48278
514,5.70357,98.15902,0.49036,0.0,7.54262
515,8.61121,65.83466,2.21138,0.0,8.15414
516,8.585,99.9,6.68833,0.07,5.97483
519,6.67645,61.16,1.3213,0.0,6.96467
520,12.15467,40.57117,1.86333,0.0,12.40767
521,11.57069,69.75862,1.55862,0.0,11.99448
522,6.55422,99.2525,2.926,20.66667,5.2645
523,0.16948,73.01086,3.31207,0.28121,-2.44345
524,3.20865,100.0,0.99088,0.0,3.46667
525,10.26627,46.15275,1.99353,0.0,10.22333
526,14.17136,73.09305,0.0,0.0,14.17373
528,12.77852,70.68459,4.12911,0.0,11.97148
529,17.28063,43.41719,5.74627,0.0,17.05187
532,12.33627,40.11339,2.05,0.0,12.47576
534,13.19317,61.73683,3.07667,25.46512,12.92933
536,0.82545,100.0,0.094,0.1135,0.77783
538,10.434,75.70233,2.23725,0.0,10.19233
539,12.575,73.0,4.58167,0.0,11.58833
540,10.9561,87.30339,3.29203,0.0939,10.18814
541,9.85158,85.36316,0.0,0.0,9.85035
542,-0.58588,85.15559,2.37583,0.00034,-2.68424
543,9.62667,65.76667,4.51833,0.0,8.02267
544,12.60351,71.05263,6.79123,0.0,11.00561
545,5.27074,98.18276,2.85276,0.0,3.89224
546,8.82712,94.62712,1.43559,0.0,9.17119
547,12.6615,65.38333,2.018,42.04348,12.84017
548,1.95258,44.08417,5.106,0.0,-1.62367
549,13.61877,63.49965,3.71877,0.0,13.18211
551,6.7678,69.57627,4.04068,0.0,4.79915
552,9.65333,56.05,2.30333,0.0,9.22183
554,14.50345,65.21966,3.98241,0.55776,14.02155
555,3.29285,92.80667,0.51305,0.0,4.897
556,14.1159,73.23246,0.0,0.0,14.11377
557,10.46224,87.16379,2.83897,0.0,9.95897
558,4.65042,83.11333,2.44063,0.0,3.38183
559,6.72605,91.4,1.35608,0.00817,6.89967
561,5.86333,58.58333,5.08167,0.0,3.16867
562,9.47667,95.08333,1.00833,0.0,10.25033
563,13.58328,69.69197,5.92541,0.0,12.47557
564,12.92433,69.01683,2.47,0.50517,12.874
566,6.14177,100.0,4.67,0.0,3.706
567,2.09649,97.10526,2.52105,0.0,0.30667
568,3.34605,78.48424,0.21932,0.0,3.80525
569,12.32833,51.91667,1.62333,0.0,12.76083
570,0.085,88.05,5.06167,0.0,-3.8645
571,-1.60202,78.28233,3.15667,0.0,-4.6865
573,9.12233,50.77533,1.482,0.0,9.33467
575,4.29836,96.60656,1.36393,0.0,4.2318
576,14.99667,45.85,2.1,0.0,15.4765
578,12.71811,67.33302,2.29906,0.49925,12.8634
579,8.13922,80.03922,1.63922,0.00392,8.19412
580,18.78475,50.05085,5.94915,0.0,18.90373
581,15.94333,58.23333,8.26667,0.0,14.95
582,18.02,37.50268,4.17714,3.21429,18.11821
583,14.55167,70.5,3.30167,0.0,14.4295
585,10.16867,49.49833,1.3065,0.0,10.727
586,6.55,95.68333,5.10833,0.0,4.028
588,8.86833,63.91667,4.495,0.0,7.117
590,8.27007,82.82667,1.438,0.0175,8.44667
592,7.43542,100.0,7.73333,0.00625,4.20417
593,17.92438,32.38344,4.58625,0.0,18.18031
595,7.79643,100.0,4.57857,0.0,5.74982
596,17.22527,30.89309,4.82673,3.80952,17.28327
597,7.33667,69.35,4.88167,0.0,5.09033
599,7.77667,71.76667,4.53833,0.0,5.76017
601,-0.49975,68.91733,0.94062,0.0,-0.45817
603,5.04167,94.21667,1.065,0.0,5.40317
604,9.34414,79.05897,3.77966,0.0,7.98138
605,6.53293,91.02931,1.27207,0.14431,6.60103
606,12.385,44.28333,2.88833,0.0,12.019
607,3.93167,80.95,3.46333,0.0,1.69533
608,3.01579,87.08772,1.35088,0.0,2.67035
609,13.01167,68.33333,4.865,0.0,12.01883
610,7.1678,69.0,5.05254,0.0,4.8022
611,3.24345,86.76552,2.52862,0.93552,1.70207
612,3.68783,91.3069,4.1105,0.0,1.17259
613,13.73667,78.53333,1.875,0.0,14.17833
614,9.99661,71.01695,3.68983,0.0,8.79508
616,10.67167,67.91667,3.19,0.0,9.83633
617,5.64634,89.6623,2.30728,0.0,4.57475
618,4.08276,81.39655,3.01552,0.0,2.21379
619,1.97371,79.26333,1.24,4.15,1.70792
620,10.99964,99.91091,0.0,0.01764,10.99582
621,14.795,62.73333,5.55167,0.0,14.029
622,9.6322,72.10169,3.17288,0.0,8.61627
623,7.08833,68.33333,4.51667,0.0,4.9305
624,15.07167,61.93333,7.91167,0.0,13.8905
625,-2.63893,67.91183,1.55,0.0,-3.91983
626,13.695,59.78333,6.22,0.0,12.49467
627,5.49631,86.65424,2.47795,0.0,4.26763
628,8.814,60.5528,2.68402,0.0,8.0664
629,13.39333,75.98333,3.16667,0.0,13.13767
630,15.60379,60.6431,2.86743,0.0,15.94672
631,10.87964,93.97857,2.72143,0.21839,10.34536
632,12.749,99.46667,3.45133,0.0,12.13883
633,9.50386,79.58035,1.68318,0.0,9.52509
634,6.15965,81.80702,8.26491,0.0,2.41474
635,2.73224,65.84339,1.51576,0.0,2.08729
638,15.87034,39.26915,2.24985,0.0,16.43
639,7.96833,71.46667,3.71,0.0,6.38167
640,9.29362,79.23845,0.0,0.0,9.29362
641,8.12153,68.79339,4.42288,0.0,6.24966
642,9.471,56.91383,2.34333,16.47273,8.906
643,6.44115,57.75533,1.5045,0.0,6.33633
644,9.02833,78.83333,3.715,0.0,7.654
645,14.73071,64.43089,7.00816,0.0,13.68125
646,8.75016,84.38033,4.21525,0.0,7.08525
647,7.48192,92.80167,3.042,0.0,6.232
648,14.3322,86.01695,2.31864,0.01525,14.62373
650,13.605,65.85,7.715,0.0,12.06317
651,13.26567,77.562,6.26067,0.0,11.9595
656,6.06083,83.87966,2.57068,0.0,4.82068
657,7.345,80.96667,4.62167,0.0,5.21483
660,15.02881,62.52542,5.24237,0.0,14.3978
662,3.56545,79.83567,0.17233,0.0,3.90483
663,5.5648,99.65593,1.51983,32.31915,5.14864
664,0.75,65.75,2.43833,0.02333,-1.083
665,8.49833,98.0,3.09167,0.0,7.38567
666,6.10652,83.72,2.062,0.0,5.24867
668,9.26797,68.81864,3.09683,0.0,8.23763
670,2.70852,100.0,1.60383,0.00767,2.025
671,6.64387,90.735,1.35133,0.005,6.62667
672,4.01207,78.09443,0.51898,0.0,5.59393
673,13.26831,74.3261,5.81136,0.0,12.1339
674,4.08032,85.38167,0.959,0.0,4.37817
677,7.41761,96.65254,4.72631,0.0,5.24322
678,11.86746,63.28153,2.85776,0.0,11.40441
679,1.24167,54.56667,2.305,0.0,-0.55483
680,7.15063,89.02667,1.13037,0.00633,7.792
681,7.05091,100.0,5.47091,0.0,4.45836
682,5.25447,98.71,2.63933,0.0,3.93033
683,7.6719,90.83898,2.88254,0.0,6.44237
684,14.81105,72.70807,3.453,0.0,14.69649
686,17.15,40.02464,5.23957,0.0,17.08319
687,4.17033,84.74667,1.334,0.0,4.02333
688,-1.34284,71.40707,1.10155,0.0,-1.70897
690,11.2734,78.61234,1.67957,0.56681,11.54277
