,Sıcaklık,Nem,Rüzgar,Yağış,Hissedilen Sıcaklık
0,24.36571,87.42857,1.36146,0.0,26.29536
2,24.64373,92.6322,1.73949,0.0,26.32746
3,21.01639,88.6623,0.43639,0.77115,22.28148
5,22.24246,93.46842,6.06737,0.0,23.1793
6,20.50678,82.93729,0.46932,0.0,20.78407
9,21.25983,89.04667,1.54593,0.0,22.86717
10,19.27288,99.85085,2.79847,0.0,20.16186
12,28.13931,67.08138,3.04172,0.0,30.5419
13,26.89627,95.80678,3.65068,0.0,31.03271
14,24.70984,78.03279,2.28774,0.0,26.31213
15,28.53933,65.84083,5.27353,0.0,31.10733
16,21.68317,100.0,2.03133,0.0,23.19967
17,29.79167,64.35,3.13333,0.0,33.30933
18,24.72525,81.3678,0.78339,0.0,26.53712
19,26.57267,95.82667,4.34487,0.0,30.0015
20,25.25571,71.53232,2.57429,0.0,26.55071
21,24.71393,83.12459,1.39146,0.0,26.78393
22,20.72364,100.0,2.02964,0.09073,22.10345
23,23.93,81.03333,1.85833,0.0,25.79767
24,24.09067,75.04917,4.14383,0.0,25.70533
25,25.86656,80.36262,1.9477,0.0,27.35803
27,22.07797,98.7339,1.26288,1.02475,23.77339
28,24.92083,90.38333,0.9726,0.0,26.87383
29,27.02326,94.24565,4.11659,0.0,31.27022
30,27.10333,68.71667,2.23,0.0,28.835
31,25.9713,39.48056,1.88648,0.0,26.16204
32,25.24288,80.05763,1.59017,0.0,26.58542
33,25.87,95.76667,3.4,0.0,27.90083
34,21.07458,90.57627,1.97458,0.0,22.50017
37,25.89847,46.48186,3.11136,0.0,26.37203
40,20.42569,88.23103,2.75483,0.00362,21.5619
41,19.5563,100.0,3.68259,0.0,20.25815
42,25.75621,55.12724,5.05276,0.0,26.51052
44,24.25133,97.57667,3.38558,0.0,25.9305
46,22.34932,99.67966,1.14153,0.0,23.35102
47,23.59942,60.3525,2.73,0.0,25.22923
49,28.5479,67.22065,3.94935,0.0,31.33016
51,19.89491,88.83818,3.458,0.0,20.70727
54,26.04746,82.55288,3.02898,0.0,27.83797
55,23.10267,94.46167,2.43255,0.0,24.728
56,19.95867,85.24333,3.95933,0.0,20.7505
60,22.72,84.13333,0.565,0.0,24.426
61,24.88643,85.33964,3.52714,0.0,26.27286
62,23.03607,85.0,1.00164,0.0,25.05131
64,27.46833,72.35,3.22167,0.0,29.91067
65,26.70803,95.26885,3.315,0.0,30.38885
66,21.87732,96.50536,2.148,0.0,23.375
67,26.39633,65.69433,2.53698,0.0,27.63617
69,22.44833,87.0,0.93,0.0,24.245
70,22.34685,99.8537,0.70478,0.0,24.43556
71,23.55333,82.0,1.90167,0.0,25.37
72,25.62346,85.93654,1.96685,0.0,27.04673
73,26.25519,80.18577,1.91,0.0,28.14846
74,22.41034,100.0,1.27069,0.0,24.25431
76,26.2,67.57627,5.72881,0.0,27.47356
78,20.71944,90.42037,2.79667,0.00148,21.87185
79,21.80842,99.90526,0.26854,0.0,22.86667
80,25.7682,79.07377,0.82523,0.0,27.19525
81,20.03667,100.0,1.12833,0.0,21.69833
82,26.79754,95.23934,3.75439,0.0,30.65393
83,21.74717,66.361,1.9353,0.0,23.3065
84,25.635,95.81667,2.96493,0.0,27.21083
85,26.79649,69.21877,2.45982,0.0,28.57807
86,21.76383,90.16167,3.866,0.0,22.83117
88,25.26887,68.33935,2.10248,0.0,26.47952
90,28.9695,52.75033,3.24333,0.0,29.93483
92,31.42067,52.6425,1.99628,0.0,33.92833
96,30.58333,51.65,4.60667,0.0,32.26417
97,25.60695,96.8,3.41812,0.0,27.14
99,28.00656,60.40393,2.55492,0.0,29.53656
100,24.21714,76.91238,2.77254,0.00889,26.03794
101,24.3377,100.0,6.72787,0.0,25.74082
103,23.49617,75.439,1.75032,0.0,25.32817
104,22.19167,98.46667,0.97167,0.0,24.15083
105,26.16582,76.41218,2.49347,0.0,27.82291
107,22.90695,77.29085,1.66007,0.0,24.69661
108,20.85983,97.67288,0.3052,0.0,22.77678
109,20.71517,99.74667,0.60633,13.28667,22.27817
112,26.98333,80.4,6.44667,0.0,29.7545
113,23.03475,74.11661,1.94573,0.0,24.76288
115,30.699,54.6645,3.63667,0.0,32.9945
116,25.47035,79.56281,0.61772,0.0,26.6686
117,32.67717,33.21208,4.23717,0.0,32.03736
118,21.70288,90.78644,2.80324,0.0,23.01576
119,22.94119,72.45424,4.45949,0.0,24.29254
120,26.45667,71.93167,2.59,0.0,28.2775
122,32.14667,35.27117,3.25,0.0,31.69217
125,22.92492,72.62085,3.79508,0.0,24.38153
126,27.37333,50.1,5.78833,0.0,27.796
128,19.65873,95.86727,2.68564,0.0,20.59964
130,25.10345,100.0,4.28103,0.0,26.7981
131,23.70915,71.07407,3.16951,0.0,25.34475
132,27.59288,67.33288,4.88661,32.34375,29.58864
133,27.73831,66.06797,4.5178,0.0,29.69746
134,23.1725,69.57558,4.14283,0.0,24.54577
135,24.78164,81.50564,3.74745,0.0,26.20455
136,21.72702,69.4507,0.85305,0.0,23.51
137,21.12115,95.50328,0.7477,1.15328,22.76098
138,25.02233,67.06833,1.80852,0.0,26.46583
140,21.68421,69.96088,4.09632,0.0,22.77246
141,23.65057,93.46981,1.10511,0.0,25.56189
142,23.68167,48.9,4.565,0.0,24.9665
144,27.15983,71.8095,1.40178,0.0,29.24067
145,25.21,66.65,4.10667,0.0,26.52017
146,21.88655,77.33448,6.25276,0.0,22.72345
147,18.376,96.66,0.00053,0.0,18.50633
148,18.07768,100.0,1.24857,0.0,19.41286
149,22.61869,92.48361,4.85618,0.0,23.7818
150,28.73983,62.19356,1.80525,0.0,30.91441
151,24.2982,100.0,2.82115,0.01885,26.05344
152,24.41481,91.83846,1.05483,0.0,26.55038
153,27.65894,64.68149,4.92149,0.0,29.45149
155,28.15091,66.15491,2.84273,0.0,30.58164
156,23.37431,63.79707,2.66655,0.0,24.78241
159,25.55667,78.95,3.43,0.0,27.07183
160,23.62712,87.45763,1.33559,0.0,25.59424
163,28.8376,53.714,3.1492,0.0,29.88
165,24.11667,85.55,1.14667,0.0,26.224
166,26.06717,58.40283,1.02317,0.0,26.92567
167,21.48685,100.0,2.60259,0.0,22.79074
168,24.64915,82.22712,1.01431,0.0,26.82339
169,28.22375,65.175,4.72273,0.0,30.48929
170,19.46691,93.50364,1.51327,0.0,20.87582
172,22.86836,78.34115,1.88313,0.0,24.58705
173,24.45667,100.0,3.735,0.0,26.1315
175,27.5755,69.5605,1.91353,0.0,29.81883
176,23.08186,81.16407,2.24953,0.0,24.73186
178,25.18271,85.00847,1.40708,0.0,26.13119
182,24.77119,100.0,4.6678,0.0,26.40763
183,25.36519,83.0537,1.47102,0.0,26.49667
184,26.70931,90.78621,3.99729,0.0,29.98776
185,27.85377,66.4166,1.47504,0.0,29.94792
186,23.89607,77.34705,2.20236,0.0,25.71016
190,22.6959,96.78689,0.81033,7.9841,24.45328
191,21.5822,97.45254,0.06586,0.0,23.66881
192,22.25704,94.44259,2.36072,0.0,23.77389
193,27.4925,69.50883,1.9088,0.0,29.66367
194,20.43817,99.43333,2.55,0.0,21.615
196,32.10767,51.0005,1.78798,0.0,34.79717
197,24.31881,89.96441,1.04068,0.0,26.22305
198,25.87167,78.15167,5.12267,0.0,27.36
199,21.39356,100.0,0.1439,0.0,21.48763
202,20.585,69.18283,1.37278,0.0,22.18133
203,28.14603,56.30793,2.74207,0.0,29.25966
205,23.82377,99.72453,4.48321,0.0,25.36208
206,27.55448,74.39466,1.3006,0.0,30.32966
207,24.46333,76.7,3.96167,0.0,26.117
208,19.3935,63.84767,0.0,0.0,19.39467
209,22.87254,96.81864,1.06992,0.0,24.83864
210,23.79082,52.10656,2.07218,0.0,25.63787
211,28.46783,53.90583,3.0103,0.0,29.42617
212,26.77,72.56667,3.65,0.0,28.66
213,22.73932,88.28644,0.81051,0.0,24.57017
214,24.24754,86.44561,2.05216,0.0,26.11053
215,24.20279,79.42049,0.89459,0.0,25.97033
216,21.38517,70.13293,2.18793,0.0,22.81569
217,21.67518,100.0,3.01714,0.0,22.96036
220,25.08833,87.31667,2.15667,0.0,26.52117
222,23.39966,98.55254,0.7122,0.0,24.59271
224,19.99333,100.0,0.96333,0.0,21.75267
226,21.89356,93.68305,2.57339,0.0,23.28153
227,19.69333,61.92883,0.04117,0.0,19.77983
228,27.44226,67.46839,1.05124,0.0,29.34677
229,19.81833,96.15556,3.44556,0.0,20.67333
230,29.17316,57.95737,3.25281,0.0,31.04123
231,29.6284,62.4432,4.64,0.0,32.5948
234,17.68492,81.72203,1.60697,0.0,18.79847
235,19.89067,91.89,3.646,0.0,20.6655
236,18.8481,78.69983,1.92593,0.0,20.05155
237,26.185,45.95,5.36,0.0,26.5515
238,24.19787,97.45738,1.69125,0.0,26.15262
239,24.59277,86.51681,1.21277,0.81596,26.44468
240,28.77083,58.9415,1.70842,0.0,30.53433
241,26.18278,76.16148,1.62189,0.0,27.83537
244,27.615,47.08276,2.33379,0.0,27.81293
245,21.58508,87.74746,1.43381,0.0,23.24881
248,25.15541,78.03918,1.52248,0.0,26.45885
249,29.82689,46.81689,3.33918,0.0,30.34951
250,23.18073,91.55273,0.71933,0.0,25.10527
251,26.9225,94.34333,4.08028,0.0,30.96683
252,22.70733,55.02133,1.94227,0.0,24.435
254,23.42717,97.42667,2.00267,0.0,25.16483
255,26.784,65.7095,1.40033,0.0,28.199
257,24.95138,81.09517,0.83109,0.0,26.76328
258,23.27567,97.66667,2.12517,0.0,24.9695
259,23.52623,58.39361,4.00541,0.0,24.93082
261,24.68983,99.18644,7.19322,0.0,26.03169
262,22.19828,65.10086,1.34928,0.0,24.00483
263,27.8545,69.3535,4.61483,0.0,30.29983
264,20.23183,100.0,1.48467,0.931,21.73
265,23.62255,89.22353,1.0602,0.0,25.62353
266,24.14017,95.14746,1.52763,0.0,25.97712
267,26.96233,70.54883,1.54733,0.0,28.8245
269,25.65849,76.01208,3.69981,0.00038,26.91717
271,23.39667,100.0,4.6,0.0,24.7595
273,30.21,61.66667,3.3,0.0,33.60617
274,23.27153,87.39831,1.11237,0.0,25.15746
275,25.69945,76.80709,1.70944,0.0,27.00418
276,22.54817,67.06367,2.742,0.0,24.02367
277,22.80783,93.725,2.60998,0.0,24.35267
278,22.90483,88.04667,0.97683,0.0,24.59483
279,28.90317,54.0145,2.758,0.0,30.077
280,23.36689,89.91148,0.8663,0.0,25.43639
281,19.465,71.46167,4.03961,0.0,20.06981
282,24.7855,67.07183,1.94837,0.0,26.45983
283,22.47509,92.94561,4.97372,0.0,23.59298
284,24.16345,89.01273,0.65204,0.0,25.52982
285,25.28067,54.616,1.95555,0.0,26.38133
286,24.933,100.0,4.43133,0.0,26.30367
288,29.16224,61.28638,2.72166,0.0,31.52121
289,22.38667,78.01667,7.09833,0.0,23.25883
290,20.49803,56.7282,1.60913,0.0,21.97934
292,23.72667,95.26833,2.73267,0.00033,25.36433
294,20.475,100.0,1.965,0.0,21.81733
297,21.239,99.65,0.8065,10.932,23.01417
298,23.08314,97.81765,1.49627,0.0,24.91039
300,22.4122,88.98305,1.24193,0.0,24.37
301,24.56949,87.61864,2.24119,0.0,26.46729
304,25.90211,75.19789,5.41,0.0,27.30456
306,23.856,59.93033,3.05667,0.0,25.52917
307,23.1,85.13333,3.04,0.0,24.61733
308,22.364,89.94167,1.40433,0.0,24.0745
309,27.70411,68.46232,2.97627,0.0,29.92196
310,22.50467,78.98633,2.18227,0.0,24.15667
311,27.25333,64.41667,6.36,0.0,28.76567
312,20.02417,59.89517,0.20183,0.0,20.2775
313,29.20667,65.61667,2.96333,0.0,32.36083
316,21.49019,68.38038,1.51894,0.0,23.07887
317,28.39204,64.25111,3.39983,0.0,30.61241
318,24.55833,84.68667,0.95842,0.0,26.66483
320,24.30737,49.76772,2.01358,0.0,26.19632
321,18.68034,100.0,2.68034,0.0,19.47517
324,30.4078,55.81797,3.78153,0.0,32.68915
326,21.16717,97.87333,0.13468,0.0,23.0215
329,26.605,44.28103,2.82897,0.0,26.78638
330,21.6975,66.28883,1.5244,0.0,23.39383
331,23.41983,98.25424,1.5939,0.0,25.11729
332,24.02902,89.53443,1.68164,0.0,25.86377
333,25.32172,87.86897,2.00241,0.0,26.41379
334,26.51,82.16667,2.51667,0.0,28.8415
336,24.13833,75.0,1.61167,0.0,26.08983
337,23.24717,80.9825,1.74522,0.0,25.014
339,27.428,59.04733,2.519,0.0,28.5535
340,23.85483,62.88967,4.314,0.0,25.3605
341,23.7616,79.9714,2.6244,0.0,25.4662
343,22.88183,90.49,1.39333,0.0,24.72917
344,24.65333,74.44967,1.9055,0.0,26.01933
345,30.39,53.86667,3.95,0.0,32.3435
346,25.75458,61.73576,4.58695,0.0,26.76153
347,20.98534,66.64086,1.7779,0.0,22.45879
348,24.07833,76.83333,1.56667,0.0,26.03817
350,22.94927,89.97818,1.56505,0.0,24.736
351,30.73129,59.27548,1.85852,0.64516,34.085
353,20.97217,76.56733,5.45355,0.0,21.64533
354,21.14717,91.45,2.34753,0.0,22.491
358,21.27508,62.06661,1.57285,0.0,22.86
359,22.14051,79.54373,2.67644,0.0,23.61898
360,25.73593,67.05966,2.71034,0.0,26.84203
362,29.56333,68.58333,3.06167,0.0,33.70567
363,26.34,60.52933,4.16733,0.0,27.367
364,24.80517,98.0,1.6931,0.0,26.82241
366,25.56207,45.54023,3.10805,0.0,26.1492
367,24.70333,98.0,1.86667,0.0,26.67917
368,23.33817,90.35167,2.83267,0.0,24.9245
371,22.7125,88.49833,0.53572,0.0,24.94817
372,30.43356,33.84,3.59847,0.0,29.56136
373,25.88966,98.32759,2.57759,0.0,28.00862
374,24.24661,86.1678,1.80163,0.0,26.17119
376,30.61833,54.4315,1.80627,0.0,32.83833
377,22.49733,75.55517,2.36867,0.0,24.06767
378,26.11912,73.94158,2.89456,0.0,27.6307
380,23.52183,78.27667,3.25797,0.0,25.07917
381,24.97968,100.0,3.72097,0.0,26.58677
382,26.27894,76.89076,3.63988,0.0,28.19076
383,21.69778,91.54074,0.65628,0.0,23.64389
384,28.72333,55.18333,2.66833,0.0,29.92817
386,22.62356,52.86847,3.50492,0.0,23.93407
389,24.47407,86.48644,1.49086,0.0,26.52017
390,24.63351,63.41456,1.39175,0.0,26.69316
391,25.18933,76.78817,3.07933,0.0,26.55783
392,31.15254,40.33898,4.34915,0.0,31.19576
395,22.75,86.69661,1.00831,0.0,24.70814
396,27.04545,45.69697,3.77576,0.0,27.21303
397,25.86083,81.09383,1.5142,0.0,27.42717
398,28.41183,53.25867,4.01933,0.0,29.27267
399,24.18678,77.1961,6.71181,0.0,25.57661
400,25.74356,75.94763,1.68032,0.0,27.06831
402,23.2813,90.63333,2.46333,0.0,24.90185
403,26.33621,70.94828,2.18621,0.0,27.84086
404,30.14085,56.66203,3.54366,0.00051,32.43881
405,24.49508,98.0,1.64918,0.0,26.48066
409,27.66678,75.06373,1.9479,0.0,30.62695
410,23.34186,51.53373,3.2839,0.0,25.01831
411,24.40847,98.16949,2.07288,0.0,26.3039
412,22.77119,85.67458,2.98559,0.0,24.25864
413,25.935,59.97,5.4315,0.0,26.855
414,24.81167,84.93333,3.27167,0.0,26.33533
417,20.81607,69.07377,2.02377,0.0,22.17705
419,30.89167,53.61667,3.39667,0.0,33.1675
422,20.60672,96.98361,1.33698,0.0,22.22377
423,27.77367,61.30317,1.38967,0.0,29.2545
424,27.004,64.178,2.162,0.0,28.278
426,23.26065,52.08806,4.66032,0.0,24.57887
428,23.75233,90.08667,1.09687,0.0,25.82867
429,27.26,64.015,2.85,0.0,28.7
431,20.99451,52.54745,2.22882,0.0,22.32765
433,24.81,74.42817,0.65275,0.0,26.64733
434,25.91655,71.9169,1.86379,0.0,27.21534
439,24.29033,83.91617,0.283,0.0,24.8225
441,22.61636,97.29636,4.50091,0.0,23.81073
443,31.84208,43.26943,3.65302,0.0,32.64623
444,26.71677,71.43565,1.56215,0.0,28.48371
445,27.781,70.95133,2.64067,0.0,30.3415
447,28.30821,87.84321,4.25429,0.0,34.25964
448,32.51,39.45,2.44,0.0,32.932
449,25.713,75.32733,1.42535,0.0,27.0425
451,25.11898,87.02034,1.24364,0.0,26.35797
452,24.96117,77.727,2.238,0.0,26.4515
453,31.27167,49.9,3.42167,0.0,33.078
456,27.281,69.467,2.50733,0.0,29.3255
457,25.40683,75.26533,3.03,0.0,26.55883
458,27.42113,48.17113,2.48097,0.0,27.73226
460,25.3055,80.43217,3.20858,0.0,26.7805
462,25.9,83.12903,2.01639,0.0,27.58032
463,23.84167,75.48333,0.72833,0.0,25.62467
464,22.48984,43.73098,5.5631,0.0,23.57361
465,28.06032,63.73613,3.18161,0.0,29.93855
467,24.06867,86.25333,2.04095,0.0,25.9605
468,23.29424,68.81254,2.21961,0.0,24.98763
469,25.2818,64.18246,2.33852,0.0,26.50902
470,26.33667,50.17883,4.698,0.0,26.83533
471,32.41283,47.76183,2.17752,0.0,34.68333
472,20.19135,58.73769,2.15769,0.0,21.50462
473,30.6582,54.38934,3.34738,0.0,32.90443
474,20.34167,60.63333,1.90667,0.0,21.68033
476,26.96691,53.29145,4.40927,0.0,27.63618
477,23.7317,72.66,2.1934,0.0,25.50057
479,27.10556,52.75111,2.73444,0.0,27.62444
481,29.18167,68.43333,3.97667,0.0,32.8295
482,19.20333,65.73333,0.245,0.0,20.51833
484,22.66339,85.31864,2.95576,0.0,24.15068
485,26.85,74.23333,2.59333,0.0,28.9305
486,27.21879,64.63345,2.93272,0.0,28.73466
487,23.9795,89.26333,1.02362,0.0,26.12333
489,28.29273,63.03836,3.43182,0.0,30.298
490,30.30167,61.53333,3.295,0.0,33.76717
492,26.84217,51.10587,5.09348,0.0,27.33152
493,24.58667,98.0,1.395,0.0,26.63917
494,28.07649,51.8514,4.33351,0.0,28.72333
495,27.45356,100.0,3.13475,0.0,33.53949
497,27.3,75.0,2.1,0.0,29.88
498,18.48569,84.21345,0.34259,0.0269,19.51672
499,31.30407,44.0361,3.56153,0.0,31.98034
501,24.86667,71.8,1.34833,0.0,26.94333
502,22.65018,68.93929,4.35714,0.0,23.88821
504,23.1918,89.34426,2.19016,0.0,24.87803
506,25.12333,70.01667,1.40833,0.0,26.37117
507,27.22377,81.91475,1.35807,0.0,30.46623
509,17.3885,99.79667,0.48233,0.0,18.76617
510,25.18508,77.66678,2.35047,0.0,26.76695
511,21.12532,59.24629,3.23968,0.0,22.23935
512,20.16542,93.26949,0.73169,1.56847,21.73559
513,22.60593,82.59356,1.77746,0.0,24.32508
514,23.40411,100.0,3.08571,0.0,24.94857
515,24.22949,61.97356,3.40186,0.0,25.90949
516,23.47683,100.0,1.66867,0.01017,25.31183
517,25.32583,75.43417,3.0515,0.0,26.407
519,20.78322,92.7322,1.46695,0.0,22.32966
520,22.91525,71.20458,1.51712,0.0,24.71017
522,23.83542,100.0,2.47034,0.0022,25.57085
523,22.69098,91.21803,1.74439,0.0,24.4123
525,29.229,53.38567,4.018,0.0,30.39867
526,25.005,93.4,1.62667,0.0,26.59233
527,21.15018,96.04182,1.42956,0.0,22.77382
528,30.51317,45.76567,4.39533,0.0,31.12017
530,22.38508,66.92729,1.27107,0.0,24.21712
532,24.41617,100.0,4.042,0.0,25.99533
535,24.65186,81.04068,0.76712,0.0,25.25169
536,28.59724,85.64655,4.26379,0.0,34.74741
538,20.00467,93.53167,0.9665,0.80383,21.46
539,24.10167,75.75,1.45,0.0,26.08917
540,23.41667,98.0,1.93833,0.0,25.1865
541,25.67903,64.96516,5.2639,0.0,26.71274
542,30.46492,61.23102,2.48127,0.0,34.00017
544,21.3078,53.27559,2.31441,0.0,22.64983
546,22.98667,93.9,1.855,0.0,24.713
547,21.40574,89.65738,0.86862,0.0,23.36279
551,30.435,50.03333,2.72167,0.0,31.719
552,24.06254,89.77458,1.11895,0.0,26.16864
553,22.965,93.61667,2.15667,0.0,24.625
554,26.62109,59.03491,3.83036,0.0,27.58545
555,25.64717,67.7245,1.2995,0.0,26.74067
556,25.16721,49.13344,6.23623,0.0,26.14902
557,29.38333,63.53333,3.17667,0.0,32.32667
559,23.88667,98.03333,1.92833,0.0,25.72967
567,25.18443,72.01574,3.82836,0.0,26.35607
568,22.51633,73.7625,5.40467,0.0,23.8395
569,30.81167,48.66667,2.44167,0.0,32.06233
570,23.24754,70.86885,1.71475,0.0,25.04574
571,26.40167,81.3,1.54667,0.0,28.56567
572,24.20333,82.35,2.77167,0.0,25.8905
574,24.27,46.8,4.415,0.0,25.83
578,20.95254,75.25424,2.27627,0.0,22.28831
580,24.88211,56.41877,4.42754,0.0,26.26263
581,21.105,75.05,2.34333,0.0,22.45133
583,32.736,37.36171,3.34486,0.0,32.901
584,21.74705,93.22295,0.31492,0.0,22.17672
585,25.63547,52.7434,4.7066,0.0,26.36943
588,20.9705,96.945,0.0,0.0,20.9605
590,29.05333,59.0,2.08,0.0,30.92817
591,26.66667,52.40933,5.90733,0.0,27.23667
592,23.20754,50.8718,3.59492,0.0,24.70115
594,27.72333,73.95,2.625,0.0,30.602
595,20.31122,54.11204,1.5798,0.0,21.79347
596,30.22203,53.22034,1.55085,0.0,31.94203
597,19.45639,95.62951,1.94557,0.0,20.70295
599,23.43767,50.52033,3.95533,0.0,24.86983
600,18.5115,77.28633,6.02733,0.0,18.543
601,22.938,100.0,2.67545,0.0,24.50418
602,30.24323,51.34887,4.50068,0.0,31.64242
603,21.627,73.75617,4.282,0.0055,22.66283
604,23.18833,60.87917,2.15667,0.00183,24.89033
605,28.62375,79.88062,4.37833,0.0,33.71688
608,26.40179,70.67857,1.99464,0.0,27.92679
609,25.86,68.63333,2.95167,0.0,27.02983
610,26.06491,76.06491,2.32036,0.0,27.64018
613,23.00847,89.9661,1.55254,0.0,24.85305
614,23.17125,70.40607,2.80286,0.0,24.73714
615,21.04883,71.11983,1.61953,0.0,22.66433
617,27.27667,57.91667,1.95667,0.0,28.255
621,24.93729,98.0339,1.82373,0.0,26.95492
622,26.88262,100.0,2.6441,0.0,31.56098
625,27.91483,58.18333,2.87667,0.0,29.13433
627,24.07017,79.84864,1.63339,0.0,25.96508
628,28.80567,59.00667,3.66718,0.0,30.56
630,26.72136,100.0,6.23712,0.0,30.96576
631,17.82767,75.855,3.69375,0.0,18.18283
632,19.36431,79.29603,2.03759,0.0,20.50448
633,28.9565,61.60983,2.6871,0.0,31.20717
634,26.41323,44.47452,6.82769,0.0,26.64806
635,22.14933,100.0,2.782,0.0,23.536
637,31.07167,56.55,4.29333,0.0,34.1645
639,28.62308,64.35808,2.48656,0.0,31.03442
640,24.46,98.395,4.14867,0.0,26.083
641,23.31102,57.58269,6.5937,43.88889,24.72546
642,23.58833,80.0,6.23667,0.0,24.84267
643,23.42636,99.95455,3.95109,8.0,24.85073
644,25.01089,100.0,3.83429,0.0,25.65036
645,26.80541,100.0,4.93262,1.96721,31.15836
646,26.5182,95.42295,2.71577,0.0,29.78361
647,24.84833,80.424,1.85667,26.8125,26.85517
648,25.60517,75.48276,6.52414,0.0,26.85552
649,22.32684,99.93158,1.81421,0.0,23.97491
650,28.33413,58.26739,4.59957,19.14286,29.67152
651,19.04207,90.59483,6.62878,0.0,19.1019
652,23.61,76.5,2.0,0.0,25.4035
653,21.4045,71.28333,4.22927,0.0,22.384
655,22.61763,83.0339,1.96458,0.0,24.28661
656,25.36167,79.48333,3.08333,0.0,26.98367
657,27.05,74.2,4.63,0.0,29.32
658,27.04717,96.83019,5.7,0.0,31.60377
659,26.2931,77.77586,3.56034,0.0,28.12328
660,22.18967,75.04164,4.09066,0.0,23.33279
661,28.09833,86.56667,4.545,0.0,33.40017
662,24.27,91.75,1.22,0.0,26.34167
664,22.46,78.51667,0.9,0.0,23.90567
665,19.24881,96.17966,0.0,0.0,19.24881
666,20.60404,73.13158,3.08116,0.0,21.64439
667,25.44902,91.72623,3.48738,10.63158,26.83164
668,25.87931,81.2069,0.72069,0.0,27.46845
669,25.40441,67.79898,3.17542,0.0,26.46068
670,22.94472,93.43019,3.409,0.0,24.36283
671,18.54508,100.0,2.12082,0.0,19.53967
673,24.14068,85.80508,1.22695,0.0,26.15966
674,23.5615,100.0,3.25667,0.0,25.1235
675,31.24333,57.65,3.88,0.0,34.77333
676,28.82862,68.38069,4.12383,0.0,32.13224
677,30.24,62.56017,4.73751,0.0,33.84542
678,30.2625,48.39067,3.01848,0.0,31.16383
679,23.42017,100.0,2.69966,23.55882,25.05931
680,19.65393,93.49107,3.21973,0.0,20.49036
681,29.89125,63.59143,4.85134,0.0,33.34429
683,26.86,70.18678,2.22525,0.0,28.66576
684,26.10917,77.504,3.74143,0.0,27.74917
685,25.83,99.96667,5.27667,0.0,27.87833
686,22.1649,94.92449,3.5909,0.0,23.40041
687,24.12328,99.98966,2.64172,1.03448,25.87931
688,22.52917,85.695,1.21933,0.0,24.40733
689,27.72567,94.02667,3.77458,0.0,33.53817
690,29.82667,67.18333,1.74833,0.0,33.984
691,23.506,100.0,2.358,23.34483,25.2085
693,21.91667,99.1,0.95833,0.0,23.86767
694,21.93131,100.0,1.49836,0.0,23.63377
695,22.58264,94.2,1.71798,0.0,24.28151
696,25.08077,82.97673,3.31733,0.0,26.59538
697,29.725,64.75,4.71833,0.0,33.24617
698,24.47667,78.63333,4.2,0.0,26.11833
700,23.50726,69.97726,2.89645,0.0,25.12613
701,22.7005,100.0,3.258,0.0,24.13
704,23.92356,84.53898,1.50627,31.21951,25.82458
706,24.81051,62.18288,3.33678,0.0,26.49458
707,19.33939,100.0,0.71152,8.85714,20.73667
709,23.574,100.0,3.82867,0.0,25.0695
711,29.62226,56.20472,2.34434,0.0,31.48132
714,23.94836,100.0,1.71525,0.0,25.81689
715,19.61525,97.5,0.03319,0.0,21.18746
716,24.2123,95.34098,1.43885,0.0,26.18967
717,28.41,63.01667,4.00333,0.0,30.47333
718,27.77,100.0,5.69203,0.0,34.83644
719,30.56049,58.97213,4.78587,0.0,33.70492
720,22.90033,97.14754,0.56498,0.0,24.8182
721,23.08136,94.16949,1.74915,0.0,24.85322
722,28.09717,73.57826,4.78602,0.0,31.36804
724,25.19226,79.8,2.04097,0.0,26.52048
725,27.82898,87.54068,3.14017,0.0,32.79814
726,30.1707,60.28579,4.71975,0.0,33.22053
727,20.83983,66.58593,1.85475,2.88372,22.26
728,23.64667,76.7,1.76333,0.0,25.501
729,29.61475,46.36066,6.01639,0.0,30.00492
730,22.18417,100.0,2.20867,0.0,23.7145
731,27.2718,100.0,5.8441,0.0,32.83262
732,20.44448,77.08017,1.73828,0.0,21.89259
734,27.53,55.14714,3.53317,20.0,28.43175
735,21.82105,78.27491,4.68579,17.28125,22.85561
737,26.54706,73.0649,2.09706,0.0,28.28902
739,25.43705,47.08738,3.61721,0.0,26.08984
741,21.81885,94.78852,1.35459,0.0,23.51672
742,26.20644,75.03407,1.56778,0.0,27.79153
743,27.09246,76.58982,3.65723,0.0,29.61912
744,23.295,70.4,3.40667,0.0,24.79267
745,23.81115,100.0,2.18133,0.0,25.60475
746,22.93754,100.0,2.10639,6.56364,24.60246
747,23.94068,68.81356,3.63898,0.0,25.52763
749,21.24558,96.85192,2.22448,0.0,22.61808
750,26.76,67.25,5.11,0.0,28.253
751,28.48707,61.45466,1.92086,0.0,30.33828
752,26.617,55.9895,3.85133,0.0,27.394
753,26.9018,74.30426,4.63215,0.0,29.03393
754,24.33448,72.83517,3.29276,33.93023,26.03638
755,24.01051,88.72373,3.07783,0.0,25.68627
756,22.79833,98.9,1.19333,0.0,24.71183
757,26.47862,84.91034,3.96109,0.0,28.99259
759,24.61358,94.29434,3.55528,0.0,26.33113
760,27.76017,65.66017,1.7383,0.0,29.6975
761,26.155,76.68333,2.38,0.0,27.81133
762,30.50279,44.53213,7.18705,0.0,30.92311
763,22.14167,99.0,1.25167,0.0,23.96683
